"Paper type: C=conference paper, J = journal paper, M=miscellaneous (capstone, keynote, VAST challenge, panel, poster, ...)",Author Keywords,IEEE XPLORE Article Number (deprecated),References (deprecated)
C,"Volume Rendering, High Dynamic Range, Focus+Context Techniques, User Interfaces, Transfer Function Design, Non-linear Magnification",1532812,636718;809908
C,"volume visualization, volume splatting, neurovascular structures, segmented data",1532805,1372181;663882;1250384;567608;1250404;964519;1250388;964490;809909;1250386
C,"Higher order tensors, spherical harmonics, tensor lines, tractography, vector/tensor visualization, visualization in medicine, DT-MRI",1532773,1372212;235193;885716;1183797;346326
C,"Field lines, illumination, vector field visualization,texture mapping, graphics hardware",1532772,1372186;1250378;1183797;567777;663912
C,"interactive volume illustration, flow visualization, non-photorealistic rendering, photographic techniques",1532858,485141;398846;1250378;567777;663912;1250361;809905;885694;885689;1532857;885696;398877
C,"Flow visualization, Non-photorealistic rendering, time-varying data, illustration",1532857,964541_06;809910;346321;567807;809879;1532858;1183777;885694;1250386
C,"illustrative rendering, non-photorealistic rendering, transparency, indirect volume rendering, hatching, shading language",1532855,1183777;885694;1250387;885723;1372190
C," interactive volume rendering, multiresolution meshes, level-of-detail, tetrahedral meshes",1532796,1372227;809908;745283;1372176;1250390;1183778;745329;1183767;885711
C,"Information visualization, visual exploration, simulation, injection system",1532821,636793;885739;146402
C,"Doppler radar, volume rendering, optical flow, level of details, vector field visualization",1532849,1372225;964490;809916;1183823
C,"isosurface extraction, interpolation, unstructured mesh",1532825,346331;175782
C," multimodal, haptics, visualization",1532804,480804
C,"perception, visualization evaluation,layered surfaces, genetic algorithm, data mining, principal component analysis, neural networks",1532782,5290732;568112;567784
C,"Scalable Rendering, Parallel Rendering, Immersive Environments, Scalable Graphics Hardware",1532786,809890
C,"Artificial Neural Network, Information Visualization, Visualization Application, Classification, Machine Learning",1532820,1173157;809866
C,"Flow Features, Vortex Detection, Interactive Manipulation, 3D Vector Field Visualization",1532830,146359;745297;346327;1372197;745288;745296
C,"Unsteady flow visualization, visualization framework, LIC, texture advection, particle systems, GPU methods",1532852,1250377;1250363;1250361;885689;1250402;1250364
C," acoustics, auralization, raytracing, photon mapping",1532790,
C,"Body-Centered Cubic Grid, Reconstruction, Optimal Regular Volume Sampling, Radial Basis Function Interpolation",1532810,1372173;1372174;964498;663848;346331;964499
C,"visualization in medicine, applications of visualization",1532847,885733;398849;1183752;1372238
C,"Smooth surfaces, meshing, restricted union of balls, Delaunay triangulation, guaranteed quality triangulation, homeomorphism",1532822,1372233
C,"query-driven visualization, visual analytics, bitmap index, multivariate visualization, large data visualization, data analysis, scientific data management",1532792,809864;1372194;745299;568121
C,"surface reconstruction, non-manifold surfaces, topological thinning",1532824,964489;964528
C,"volume rendering, global illumination, dust, nebula,astronomy",1532803,1250384;1372183
C,"volume rendering, unstructured grids, projected tetrahedra, DRR, higher-order volumetric functions",1532809,885683;1372176
C,"volume visualization, volume rendering, isosurfaces, silhouette enhancement, volume shading, translucence",1532808,885683;885694;346331
C,"Cluster Rendering, Sort-Middle, Multi-Projector, Tile Displays, Immediate-Mode Rendering",1532784,
C,"volume visualization, uncertainty, classification, risk analysis",1532807,1250386;745311;1372190;663875
C,"streamlines, flow guided, feature based, filtering, critical points, variable templates",1532831,885690;567777;885688;809865;175771;1250376
C,"point processing, sequential processing, normal estimation, curvature estimation, fairing",1532801,964489;885721;1183770;1250408;1532800;1183771
C,,1532800,1173159;663895;964532;1250408
C,"3D reconstruction, contours, level sets",1532823,567812;1183773;745281;480820
C,"virtual colonoscopy, CT colonography, virtual endoscopy, camera control, computer-aided diagnosis, colon flattening, parameterization",1532806,1183808;964540
C,"Uncertainty visualization, unsteady flow visualization, texture advection, GPU programming",1532853,567784;885689;568116
C,"Diffusion Tensors, Dynamic Visualization, GPU Particle Tracing and Streamlines, Medical Visualization",1532780,809886;1183799;235193;809894;745294
C,"Focus+Context Techniques,Lens,Volume Rendering, Hardware-assisted Volume Rendering",1532818,636786;559215;559214;964552;1250386;1250384;1372190;1250400;885697
C,"applications of visualization, multimodal visualization, haptics, force, scientific visualization, interactive graphics, virtual worlds, microscopy",1532829,663923;568110;568136
C,"Visualization, evaluation",1532781,175815;1382885;964505;1250354;963285;801851
C,"visualization metaphor, visualization of mathematics, radio, SDR",1532791,
C,"separating surface, trisectors, wedges, symmetric tensors, hyperstreamlines, degenerate tensors, tensor topology, topological line",1532841,1372212;809894;346326;1372196;1250376
C,"Morse theory, Morse-Smale complexes, computational topology, multiresolution, simplification, feature detection, 3D scalar fields",1532839,809907;885680;1372235;964507
C,"Surface parameterization, Riemannian surface structure, Computational topology, Shape morphing",1532840,1183795
C,"Gender differences, orthogonal projections, spatial ability, standardized testing",1532836,1249022;1250396
C,"viewpoint selection, view space partitioning, volume rendering, entropy, visibility",1532833,885694;1250386;1532834;964516
C,"Multiresolution textures, texture level-of-detail, realtime rendering, view-dependent rendering",1532798,745322;1372200;885699
C,"interrogative visualization, dataflow, caching, coordinated views",1532788,745299;1382890;1372192;1183791
C,"flow visualization, vector field visualization, feature-extraction, feature-based visualization, computational fluid dynamics (CFD), cooling jacket, visualization systems, engine simulation,heat transfer",1532850,809895;235211;663910;568137;1372214;1372196;745333;1183821;1250376;1183822;1372179;1372195
C,"Visualization, explanatory computer graphics, illustrative visualization, special relativity, general relativity, astrophysics, visualization of mathematics, terrain rendering",1532845,885709;885728;885694;1250366;1372183
C,"Visualization, knot theory, topology, genus, Seifert surfaces",1532843,
C,"Time-Varying Data Visualization, Visualization over Networks, Multiresolution Visualization",1532793,1183820;1372216;1183824
C,"Diffusion Tensor Imaging, Tractography, White Matter Tracts, Clustering",1532777,964524;809894;809886;964549;1372220;964519;175771
C," rendering, vector fields, streamlines",1532859,1372186;567777;745317
C,"direction, flicker, motion, multidimensional, perception, velocity, visualization",1532838,146373
C,"perception, user study, transparent surfaces, nested surfaces, intersecting surfaces, two-surface visualization, scientific visualization",1532835,568118;568111;1249022;885723
C,"symmetric tensors, stress tensor, seismic moment tensor, anisotropic, deviatoric, double couple, compensated linear vector dipole",1532774,745294;809886
C,"collision detection, contact, flexible models, tight knots, ideal knots, ropelength, nonlinear optimization, constrained least squares",1532844,
C,"volume visualization, volume rendering, programmable graphics hardware, face-centered cubic lattice, reconstruction filter, quantum dots, atomistic simulation",1532811,1250414;1372176;1372194;1372174;885683;964498
C," volume rendering, flow visualization",1532813,885683;1250390;398846;1372176;1250384;1250385
C,"Oil and gas exploration, seismic interpretation, large volumes, volume bricking, out-of-core, volume roaming, paging, texture-based volume visualization, multi-modal rendering, programmable graphics hardware",1532802,1372239;663878;1532785;1250384;885683;809908;1183757;809889
C,"illustrative visualization, volume rendering, focus+context techniques",1532856,885694;1183777;1372208;1250384;1372190;1372209
C,"Visualization of graphs, adjacency matrices, node-link representation, readability, evaluation",1382886,1249030
C,"Visual data mining, Visualization, History, Undo/Redo",1382890,729560;1183791;885676;1249009;809871
C,"Information visualization, analytic gap, theory, framework, evaluation, knowledge tasks",1382902,528686;1249032;1249030;963289;1249029;146375
C,"information visualization, exploratory data analysis, dynamic query, feature detection/selection, statistical graphics",1382892,346302;146402;1249015;729568
M,,1382941,
C,"Data visualization, empirical evaluation, insight, high throughput experiments, microarray data, bioinformatics",1382884,963289
M,,1382916,
M,,1382919,
C,"visualization, history, public space",1382897,
M,,1382913,
C,"coordinated queries, coordination, exploratory visualization, multiple views, visual abstraction language",1382904,1173141;885086
M,,1382883,
M,,1382938,
C,"Multidimensional visualization, dimension order, visual clutter, visual structure",1382895,1249015;567800;146386;729568;809866;559215;885086
M,,1382930,
M,,1382932,
C,"graph drawing, dynamic layout, mobile objects, software visualization",1382908,801859
C,"information visualisation, navigation, document retrieval, hierarchical repositories, knowledge management, information management, force-directed placement, Voronoi",1382900,567787;636718
M,,1382927,
C,"tree browsing and navigation, focus+context, expand-ahead, automatic expansion, space filling, adaptive user interfaces",1382899,1173148;1173152
M,,1382939,
M,,1382943,
C,"process visualization, distributed file systems visualization, P2P file-sharing networks visualization, small displays",1382889,801853;801860;801852;963279;801859;1173149
M,,1382925,
C,"3-D visualization, spatiotemporal, geospatial, interactive visualization, visual data analysis, link analysis",1382887,1249006
M,,1382928,
M,,1382915,
M,,1382935,
M,,1382944,
M,,1382940,
M,,1382918,
M,,1382921,
M,,1382922,
C,"Graph Visualization, Graph Drawing, Clustering, Small World Graphs",1382909,636718;528686;885677;1249011
M,,1382882,
M,,1382934,
C,"Graph Visualization, Hierarchy Trees, Clustering, External Memory Algorithms, Cancer Data, Phone Traffic",1382907,1249030
